"",BBEX3.D.CAD.XDR.DA.AC.000,BBEX3.D.CAD.XDR.DA.AC.000_FLAGS,BBEX3.D.CHF.XDR.DA.AC.000,BBEX3.D.CHF.XDR.DA.AC.000_FLAGS,BBEX3.D.CNY.XDR.DA.AC.000,BBEX3.D.CNY.XDR.DA.AC.000_FLAGS,BBEX3.D.DKK.XDR.DA.AC.000,BBEX3.D.DKK.XDR.DA.AC.000_FLAGS,BBEX3.D.EUR.XDR.DA.AC.000,BBEX3.D.EUR.XDR.DA.AC.000_FLAGS,BBEX3.D.GBP.XDR.DA.AC.000,BBEX3.D.GBP.XDR.DA.AC.000_FLAGS,BBEX3.D.JPY.XDR.DA.AC.000,BBEX3.D.JPY.XDR.DA.AC.000_FLAGS,BBEX3.D.NOK.XDR.DA.AC.000,BBEX3.D.NOK.XDR.DA.AC.000_FLAGS,BBEX3.D.SEK.XDR.DA.AC.000,BBEX3.D.SEK.XDR.DA.AC.000_FLAGS,BBEX3.D.USD.XDR.DA.AC.000,BBEX3.D.USD.XDR.DA.AC.000_FLAGS
2016-07-06,1.81141,,1.36208,,9.31697,,9.36347,,1.25834,,1.073000,,140.540,,11.76770,,11.88050,,1.392860,
2016-07-07,1.80888,,1.36098,,9.31315,,9.35620,,1.25737,,1.069110,,140.640,,11.79190,,11.91920,,1.393160,
2016-07-08,1.82051,,1.36472,,9.31350,,9.36084,,1.25797,,1.072610,,140.510,,11.81610,,11.93270,,1.392570,
2016-07-09,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-07-10,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-07-11,1.82415,,1.36641,,9.29403,,9.35366,,1.25769,,1.070500,,139.962,,11.83000,,11.94390,,1.389620,
2016-07-12,1.81174,,1.36674,,9.31021,,9.33376,,1.25490,,1.057620,,143.369,,11.73320,,11.86140,,1.391940,
2016-07-13,1.80464,,1.37063,,9.31350,,9.35060,,1.25716,,1.046800,,145.178,,11.70990,,11.92340,,1.391930,
2016-07-14,1.79676,,1.36326,,9.30432,,9.27455,,1.24695,,1.052360,,144.895,,11.62740,,11.80980,,1.391220,
2016-07-15,1.80862,,1.36451,,9.31532,,9.31645,,1.25263,,1.042420,,147.268,,11.67230,,11.84090,,1.393920,
2016-07-16,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-07-17,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-07-18,1.80326,,1.36647,,9.30354,,9.34684,,1.25652,,1.049520,,.,No value available,11.76440,,.,No value available,1.388830,
2016-07-19,1.80842,,1.36482,,9.28859,,9.35673,,1.25781,,1.054070,,146.989,,11.75910,,11.88160,,1.387990,
2016-07-20,1.80671,,1.36653,,9.26063,,9.35804,,1.25807,,1.052020,,146.878,,11.76950,,11.96130,,1.385510,
2016-07-21,1.80988,,1.36770,,9.24967,,9.36128,,1.25841,,1.051300,,148.608,,11.77120,,11.90860,,1.386140,
2016-07-22,1.82575,,1.36633,,9.23847,,9.35751,,1.25790,,1.057030,,146.664,,11.80500,,11.93100,,1.385450,
2016-07-23,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-07-24,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-07-25,1.83090,,1.36394,,9.24659,,9.37822,,1.26063,,1.054320,,147.345,,11.86270,,11.99690,,1.384430,
2016-07-26,1.83193,,1.36941,,9.25952,,9.38201,,1.26115,,1.057080,,144.791,,11.90140,,11.98210,,1.386880,
2016-07-27,1.83115,,1.37641,,9.23677,,9.37515,,1.26025,,1.057280,,145.647,,11.89510,,11.99430,,1.385140,
2016-07-28,1.83105,,1.36835,,9.25592,,9.32714,,1.25367,,1.057360,,145.775,,11.83530,,11.93720,,1.390320,
2016-07-29,1.81711,,1.35799,,9.27042,,9.32523,,1.25383,,1.057430,,144.912,,11.92290,,12.00720,,1.393380,
2016-07-30,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-07-31,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-08-01,.,No value available,1.35349,,9.27265,,9.30813,,1.25128,,1.059810,,143.102,,11.81900,,11.95160,,1.396930,
2016-08-02,1.83146,,1.35166,,9.29290,,9.29947,,1.25010,,1.057150,,143.352,,11.79630,,11.98130,,1.399240,
2016-08-03,1.83306,,1.35700,,9.29005,,9.30787,,1.25127,,1.050070,,141.894,,11.79140,,11.93830,,1.401420,
2016-08-04,1.82058,,1.36114,,9.27876,,9.33637,,1.25517,,1.052130,,141.663,,11.81350,,11.95690,,1.397760,
2016-08-05,1.84159,,1.36149,,9.28212,,9.31498,,1.25248,,1.061830,,141.473,,11.77600,,11.91120,,1.397260,
2016-08-06,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-08-07,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-08-08,1.83249,,1.36699,,9.27231,,9.33742,,1.25557,,1.065400,,142.128,,11.81050,,11.94060,,1.392050,
2016-08-09,1.82510,,1.36775,,9.26982,,9.34047,,1.25600,,1.071630,,142.410,,11.75250,,11.94530,,1.391400,
2016-08-10,1.82467,,1.36557,,9.28764,,9.29230,,1.24923,,1.069130,,141.810,,11.56430,,11.89440,,1.397140,
2016-08-11,1.81454,,1.36003,,9.26535,,9.30440,,1.25083,,1.074770,,.,No value available,11.54430,,11.80080,,1.395050,
2016-08-12,1.80483,,1.35979,,9.26355,,9.29627,,1.24953,,1.075540,,142.267,,11.45010,,11.78750,,1.394230,
2016-08-13,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-08-14,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-08-15,1.80336,,1.35971,,9.26733,,9.28781,,1.24828,,1.080250,,141.372,,11.45320,,11.81480,,1.395570,
2016-08-16,1.80339,,1.34855,,9.29454,,9.23523,,1.24135,,1.080210,,140.603,,11.43290,,11.81820,,1.402110,
2016-08-17,1.80545,,1.34964,,9.29135,,9.24684,,1.24264,,1.077190,,140.821,,11.53320,,11.79000,,1.401200,
2016-08-18,1.79559,,1.34694,,9.31541,,9.23924,,1.24154,,1.068530,,140.274,,11.47060,,11.77440,,1.405550,
2016-08-19,1.80990,,1.34583,,9.34117,,9.23429,,1.24088,,1.071200,,141.034,,11.54610,,11.76430,,1.405420,
2016-08-20,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-08-21,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-08-22,1.81631,,1.35220,,9.34475,,9.23788,,1.24131,,1.072460,,141.409,,11.57910,,11.81240,,1.403430,
2016-08-23,1.81462,,1.35288,,9.34143,,9.23131,,1.24038,,1.067040,,140.829,,11.52010,,11.74290,,1.406470,
2016-08-24,1.81788,,1.35568,,9.34745,,9.27988,,1.24676,,1.060910,,140.977,,11.52750,,11.77740,,1.404850,
2016-08-25,1.81713,,1.35558,,9.34719,,9.26123,,1.24411,,1.064330,,141.092,,11.54180,,11.80430,,1.404600,
2016-08-26,1.81845,,1.35860,,9.36110,,9.26346,,1.24405,,1.063960,,141.085,,11.50760,,11.79710,,1.404530,
2016-08-27,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-08-28,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-08-29,1.81837,,1.36584,,9.32749,,9.30951,,1.25041,,1.067410,,142.353,,11.59520,,11.85330,,1.396710,
2016-08-30,1.82520,,1.36750,,9.32323,,9.30492,,1.24986,,1.066830,,142.292,,11.60780,,11.86170,,1.395840,
2016-08-31,1.82993,,1.37245,,9.31255,,9.32297,,1.25255,,1.061310,,143.561,,11.61930,,11.91070,,1.394340,
2016-09-01,1.82898,,1.37365,,9.32158,,9.31680,,1.25195,,1.053470,,144.245,,11.64940,,11.99100,,1.395420,
2016-09-02,1.81607,,1.36872,,9.33210,,9.28686,,1.24818,,1.053850,,144.319,,11.62930,,11.96100,,1.397090,
2016-09-03,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-09-04,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-09-05,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-09-06,1.79476,,1.36770,,9.33559,,9.31914,,1.25232,,1.048280,,144.637,,11.53550,,11.93330,,1.397460,
2016-09-07,1.80969,,1.35906,,9.35314,,9.29696,,1.24891,,1.048800,,142.375,,11.48290,,11.87780,,1.403400,
2016-09-08,1.81384,,1.35957,,9.36268,,9.25814,,1.24389,,1.050770,,142.842,,11.43750,,11.83910,,1.405100,
2016-09-09,1.82731,,1.36617,,9.36505,,9.26106,,1.24429,,1.053000,,143.361,,11.50590,,11.83890,,1.402060,
2016-09-10,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-09-11,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-09-12,1.83141,,1.36589,,9.35480,,9.28591,,1.24754,,1.055770,,143.732,,11.56630,,11.88950,,1.400480,
2016-09-13,1.84444,,1.36144,,9.35699,,9.27111,,1.24549,,1.055620,,142.742,,11.49780,,11.91310,,1.400810,
2016-09-14,1.84540,,1.36492,,9.33489,,9.28496,,1.24728,,1.060080,,144.257,,11.56830,,11.90770,,1.399200,
2016-09-15,1.84085,,1.36321,,.,No value available,9.26535,,1.24428,,1.058920,,143.518,,11.52810,,11.93520,,1.400310,
2016-09-16,1.84966,,1.36516,,.,No value available,9.28652,,1.24700,,1.062850,,142.717,,11.55030,,11.88310,,1.399880,
2016-09-17,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-09-18,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-09-19,1.83979,,1.36941,,9.30882,,9.31394,,1.25015,,1.069570,,.,No value available,11.56450,,11.95870,,1.395790,
2016-09-20,1.84610,,1.36476,,9.30977,,9.29904,,1.24786,,1.076110,,142.240,,11.56120,,11.92550,,1.395600,
2016-09-21,1.83948,,1.36224,,9.30709,,9.32671,,1.25114,,1.073260,,141.986,,11.55030,,12.00150,,1.395030,
2016-09-22,1.82583,,1.35519,,9.33977,,9.28824,,1.24602,,1.072770,,.,No value available,11.34790,,12.04680,,1.400280,
2016-09-23,1.84167,,1.35723,,9.33045,,9.30016,,1.24747,,1.078250,,141.290,,11.35550,,11.94410,,1.398910,
2016-09-24,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-09-25,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-09-26,1.84707,,1.35441,,9.33628,,9.26355,,1.24278,,1.082790,,141.081,,11.34880,,11.96460,,1.399620,
2016-09-27,1.85501,,1.35611,,9.33611,,9.29748,,1.24797,,1.080750,,141.114,,11.36990,,11.93530,,1.400220,
2016-09-28,1.85269,,1.35895,,9.33297,,9.28721,,1.24642,,1.074740,,140.722,,11.32840,,12.02400,,1.399100,
2016-09-29,1.83191,,1.35733,,9.32784,,9.28669,,1.24615,,1.074380,,141.788,,11.26560,,11.98260,,1.398300,
2016-09-30,1.83089,,1.35980,,9.31064,,9.31871,,1.25062,,1.076930,,141.089,,11.23870,,12.03010,,1.395810,
2016-10-01,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-10-02,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-10-03,1.83614,,1.35687,,.,No value available,9.26269,,1.24393,,1.084740,,141.739,,11.14880,,11.97520,,1.397680,
2016-10-04,1.83424,,1.36433,,.,No value available,9.28634,,1.24786,,1.091060,,142.060,,11.12790,,11.97130,,1.392740,
2016-10-05,1.83604,,1.36164,,.,No value available,9.24838,,1.24277,,1.094900,,143.297,,11.16900,,11.94030,,1.393270,
2016-10-06,1.83760,,1.36102,,.,No value available,9.25463,,1.24369,,1.094810,,143.919,,11.18540,,11.96870,,1.391060,
2016-10-07,1.84408,,1.36061,,.,No value available,9.25797,,1.24426,,1.119820,,143.878,,11.19960,,12.00910,,1.386110,
2016-10-08,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-10-09,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-10-10,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-10-11,1.83001,,1.36501,,9.28135,,9.28410,,1.24766,,1.127750,,143.689,,11.27820,,12.04440,,1.382290,
2016-10-12,1.83238,,1.36521,,9.26801,,9.31758,,1.25237,,1.126170,,143.021,,11.30770,,12.17830,,1.380120,
2016-10-13,1.82364,,1.36480,,9.27893,,9.29809,,1.24983,,1.130320,,144.164,,11.34440,,12.22920,,1.379560,
2016-10-14,1.81539,,1.36375,,9.27119,,9.32262,,1.25308,,1.126800,,143.130,,11.30880,,12.15110,,1.378640,
2016-10-15,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-10-16,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-10-17,1.80920,,1.36192,,9.28005,,9.31906,,1.25257,,1.132270,,143.491,,11.31250,,12.15680,,1.377070,
2016-10-18,1.80745,,1.36386,,9.29515,,9.33602,,1.25472,,1.123130,,143.200,,11.23800,,12.14060,,1.379310,
2016-10-19,1.80755,,1.36404,,9.29428,,9.34649,,1.25610,,1.121010,,143.148,,11.25280,,12.16930,,1.379070,
2016-10-20,1.81857,,1.36234,,9.28652,,9.33698,,1.25493,,1.123910,,142.793,,11.24730,,12.17070,,1.377910,
2016-10-21,1.83009,,1.36598,,9.28126,,9.38518,,1.26174,,1.125020,,143.012,,11.29740,,12.22530,,1.373530,
2016-10-22,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-10-23,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-10-24,1.83899,,1.36468,,9.29757,,9.38289,,1.26123,,1.122230,,142.773,,11.33280,,12.23830,,1.373610,
2016-10-25,1.82969,,1.36479,,9.29964,,9.38870,,1.26214,,1.121720,,143.340,,11.34260,,12.23960,,1.372200,
2016-10-26,1.83574,,1.36265,,9.29990,,9.35559,,1.25772,,1.124990,,143.383,,11.37290,,12.25440,,1.374060,
2016-10-27,1.83895,,1.36225,,9.31107,,9.35078,,1.25724,,1.120540,,143.643,,11.29730,,12.22490,,1.373780,
2016-10-28,1.83603,,1.36403,,9.29964,,9.34178,,1.25591,,1.130370,,144.372,,11.35910,,12.39610,,1.371710,
2016-10-29,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2016-10-30,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
