Date,"Forward exchange rate, 1 month, US$ into Sterling                          XUDLDS1","Forward exchange rate, 3 month, US$ into Sterling                          XUDLDS3","Forward exchange rate, 6 month, US$ into Sterling                          XUDLDS6","Forward exchange rate, 12 month, US$ into Sterling                          XUDLDSY"
19-Mar-15,1.4724,1.4718,1.4712,1.4718
20-Mar-15,1.4919,1.4913,1.4907,1.4912
23-Mar-15,1.4933,1.4927,1.4921,1.4928
24-Mar-15,1.4865,1.4859,1.4853,1.4859
25-Mar-15,1.4913,1.4906,1.49,1.4906
26-Mar-15,1.4841,1.4834,1.4828,1.4832
27-Mar-15,1.4876,1.4869,1.4862,1.4864
30-Mar-15,1.4804,1.4797,1.479,1.4792
31-Mar-15,1.4844,1.4838,1.4831,1.4832
1-Apr-15,1.4813,1.4807,1.48,1.48
2-Apr-15,1.4826,1.4819,1.4812,1.4812
7-Apr-15,1.4865,1.4859,1.4851,1.485
8-Apr-15,1.4921,1.4915,1.4908,1.4907
9-Apr-15,1.4734,1.4728,1.4721,1.4721
10-Apr-15,1.4648,1.4642,1.4635,1.4635
13-Apr-15,1.4639,1.4633,1.4626,1.4625
14-Apr-15,1.4787,1.4781,1.4773,1.4771
15-Apr-15,1.4763,1.4757,1.4749,1.4747
16-Apr-15,1.4896,1.489,1.4882,1.488
17-Apr-15,1.4958,1.4952,1.4944,1.4941
20-Apr-15,1.4912,1.4906,1.4898,1.4893
21-Apr-15,1.493,1.4924,1.4916,1.4912
22-Apr-15,1.5033,1.5027,1.5019,1.5013
23-Apr-15,1.5051,1.5045,1.5037,1.5031
24-Apr-15,1.5162,1.5156,1.5148,1.5141
27-Apr-15,1.5208,1.5202,1.5194,1.5186
28-Apr-15,1.5321,1.5315,1.5307,1.5302
29-Apr-15,1.5451,1.5445,1.5437,1.5431
30-Apr-15,1.5365,1.5359,1.5351,1.5347
1-May-15,1.5174,1.5168,1.516,1.5155
5-May-15,1.519,1.5184,1.5176,1.5169
6-May-15,1.5245,1.5238,1.523,1.5225
7-May-15,1.5197,1.519,1.5182,1.5176
8-May-15,1.5419,1.5412,1.5403,1.5395
11-May-15,1.5559,1.5552,1.5543,1.5534
12-May-15,1.566,1.5653,1.5644,1.5635
13-May-15,1.5726,1.5719,1.571,1.57
14-May-15,1.5756,1.5749,1.574,1.5729
15-May-15,1.5786,1.5779,1.5769,1.576
18-May-15,1.5679,1.5672,1.5663,1.5654
19-May-15,1.5504,1.5497,1.5488,1.5483
20-May-15,1.5553,1.5546,1.5537,1.553
21-May-15,1.5663,1.5656,1.5646,1.5638
22-May-15,1.5498,1.5491,1.5483,1.5477
26-May-15,1.5381,1.5374,1.5366,1.5361
27-May-15,1.5329,1.5322,1.5314,1.531
28-May-15,1.5289,1.5282,1.5275,1.5269
29-May-15,1.5258,1.5251,1.5243,1.5238
1-Jun-15,1.5204,1.5197,1.5189,1.5184
2-Jun-15,1.5326,1.5319,1.5311,1.5306
3-Jun-15,1.5328,1.5321,1.5313,1.5308
4-Jun-15,1.5362,1.5355,1.5347,1.5343
5-Jun-15,1.5238,1.5231,1.5224,1.5224
8-Jun-15,1.5271,1.5264,1.5257,1.5257
9-Jun-15,1.5314,1.5307,1.53,1.53
10-Jun-15,1.5538,1.5531,1.5523,1.5522
11-Jun-15,1.549,1.5483,1.5476,1.5477
12-Jun-15,1.5565,1.5558,1.5552,1.5553
15-Jun-15,1.5539,1.5532,1.5525,1.5524
16-Jun-15,1.5624,1.5617,1.5611,1.5609
17-Jun-15,1.5707,1.57,1.5693,1.569
18-Jun-15,1.5878,1.5871,1.5862,1.5854
19-Jun-15,1.5881,1.5874,1.5864,1.5854
22-Jun-15,1.5816,1.5809,1.58,1.579
23-Jun-15,1.5726,1.5719,1.571,1.5701
24-Jun-15,1.5717,1.571,1.57,1.5687
25-Jun-15,1.5721,1.5714,1.5704,1.5691
26-Jun-15,1.5726,1.5719,1.5709,1.5696
29-Jun-15,1.5741,1.5734,1.5725,1.5712
30-Jun-15,1.5726,1.5719,1.571,1.5697
1-Jul-15,1.563,1.5623,1.5614,1.5603
2-Jul-15,1.5602,1.5595,1.5586,1.5574
3-Jul-15,1.5602,1.5595,1.5586,1.5574
6-Jul-15,1.5599,1.5592,1.5583,1.5573
7-Jul-15,1.5416,1.541,1.5401,1.539
8-Jul-15,1.535,1.5343,1.5335,1.5324
9-Jul-15,1.5384,1.5377,1.5369,1.5356
10-Jul-15,1.5505,1.5498,1.549,1.5479
13-Jul-15,1.5523,1.5516,1.5508,1.5498
14-Jul-15,1.5567,1.556,1.5551,1.5537
15-Jul-15,1.5613,1.5605,1.5595,1.5579
16-Jul-15,1.5589,1.5582,1.5571,1.5557
17-Jul-15,1.563,1.5623,1.5613,1.5599
20-Jul-15,1.5589,1.5582,1.5573,1.5563
21-Jul-15,1.5558,1.5551,1.5543,1.5531
22-Jul-15,1.5628,1.5621,1.5613,1.5601
23-Jul-15,1.5525,1.5518,1.551,1.55
24-Jul-15,1.5502,1.5495,1.5487,1.5476
27-Jul-15,1.5575,1.5568,1.556,1.5548
28-Jul-15,1.5577,1.5571,1.5563,1.5551
29-Jul-15,1.5647,1.5641,1.5633,1.5622
30-Jul-15,1.5606,1.56,1.5593,1.5585
31-Jul-15,1.5603,1.5597,1.5589,1.558
3-Aug-15,1.5616,1.561,1.5602,1.559
4-Aug-15,1.5595,1.5589,1.5581,1.557
5-Aug-15,1.5603,1.5597,1.559,1.5581
6-Aug-15,1.55,1.5494,1.5488,1.548
7-Aug-15,1.5468,1.5463,1.5458,1.5452
10-Aug-15,1.5541,1.5536,1.5531,1.5525
11-Aug-15,1.5566,1.5561,1.5555,1.5547
12-Aug-15,1.5635,1.563,1.5623,1.5615
13-Aug-15,1.5581,1.5576,1.5571,1.5566
14-Aug-15,1.5604,1.56,1.5594,1.559
17-Aug-15,1.5596,1.5591,1.5586,1.5581
18-Aug-15,1.565,1.5645,1.5639,1.5633
19-Aug-15,1.5638,1.5633,1.5628,1.5621
20-Aug-15,1.566,1.5655,1.5648,1.5641
21-Aug-15,1.5667,1.5662,1.5655,1.5647
24-Aug-15,1.5735,1.573,1.5722,1.5711
25-Aug-15,1.5695,1.5689,1.5682,1.5671
26-Aug-15,1.5538,1.5533,1.5526,1.5513
27-Aug-15,1.5371,1.5366,1.5359,1.5349
28-Aug-15,1.5352,1.5347,1.534,1.5331
1-Sep-15,1.5323,1.5318,1.5312,1.5303
2-Sep-15,1.5291,1.5286,1.5281,1.5271
3-Sep-15,1.5226,1.5222,1.5216,1.5207
4-Sep-15,1.5172,1.5168,1.5163,1.5156
7-Sep-15,1.5265,1.526,1.5255,1.5248
8-Sep-15,1.5357,1.5352,1.5347,1.5339
9-Sep-15,1.5366,1.5361,1.5356,1.5348
10-Sep-15,1.5427,1.5422,1.5417,1.5409
11-Sep-15,1.54,1.5395,1.539,1.5382
14-Sep-15,1.5381,1.5376,1.5371,1.5363
15-Sep-15,1.5355,1.535,1.5346,1.5339
16-Sep-15,1.5514,1.551,1.5506,1.5498
17-Sep-15,1.5519,1.5514,1.551,1.5504
18-Sep-15,1.5583,1.5578,1.5572,1.5563
21-Sep-15,1.5482,1.5477,1.5472,1.5465
22-Sep-15,1.5342,1.5337,1.5332,1.5328
23-Sep-15,1.5223,1.5218,1.5213,1.5208
24-Sep-15,1.5283,1.5277,1.5273,1.5269
25-Sep-15,1.5173,1.5167,1.5163,1.516
28-Sep-15,1.5174,1.5169,1.5164,1.516
29-Sep-15,1.5136,1.5134,1.5127,1.5122
30-Sep-15,1.5145,1.5143,1.5137,1.5131
1-Oct-15,1.5153,1.5151,1.5145,1.514
2-Oct-15,1.5198,1.5195,1.5188,1.5182
5-Oct-15,1.5177,1.5173,1.5167,1.516
6-Oct-15,1.521,1.5206,1.52,1.5192
7-Oct-15,1.5311,1.5307,1.5301,1.5293
8-Oct-15,1.5293,1.5289,1.5284,1.5278
9-Oct-15,1.5306,1.5302,1.5296,1.5289
12-Oct-15,1.534,1.5337,1.5331,1.5324
13-Oct-15,1.5222,1.5218,1.5212,1.5206
14-Oct-15,1.5433,1.5429,1.5422,1.5413
15-Oct-15,1.5456,1.5452,1.5446,1.5439
16-Oct-15,1.5443,1.544,1.5433,1.5427
19-Oct-15,1.5477,1.5474,1.5467,1.5459
20-Oct-15,1.5457,1.5454,1.5447,1.544
21-Oct-15,1.5456,1.5452,1.5446,1.544
22-Oct-15,1.5408,1.5405,1.5399,1.5392
23-Oct-15,1.535,1.5346,1.5341,1.5336
26-Oct-15,1.5358,1.5355,1.535,1.5345
27-Oct-15,1.531,1.5306,1.5301,1.5296
28-Oct-15,1.5318,1.5315,1.5309,1.5307
29-Oct-15,1.5292,1.529,1.5286,1.5286
30-Oct-15,1.5441,1.5439,1.5435,1.5436
2-Nov-15,1.5426,1.5423,1.542,1.5421
3-Nov-15,1.5396,1.5395,1.5391,1.5392
4-Nov-15,1.5381,1.538,1.5377,1.5378
5-Nov-15,1.5247,1.5247,1.5247,1.5251
6-Nov-15,1.5074,1.5076,1.5078,1.5088
9-Nov-15,1.5105,1.511,1.5114,1.5127
10-Nov-15,1.5107,1.5111,1.5115,1.5129
11-Nov-15,1.5198,1.5202,1.5206,1.5222
12-Nov-15,1.5191,1.5195,1.5198,1.5211
13-Nov-15,1.5193,1.5196,1.5199,1.5212
16-Nov-15,1.5195,1.5198,1.5201,1.5215
17-Nov-15,1.5214,1.5218,1.5222,1.524
18-Nov-15,1.5209,1.5213,1.5218,1.5237
19-Nov-15,1.5293,1.5297,1.5301,1.5318
20-Nov-15,1.5215,1.5219,1.5222,1.524
23-Nov-15,1.5129,1.5133,1.5137,1.5156
24-Nov-15,1.5068,1.5072,1.5076,1.5094
25-Nov-15,1.5067,1.5071,1.5073,1.5091
26-Nov-15,1.5125,1.5129,1.5131,1.5146
27-Nov-15,1.5056,1.5056,1.5058,1.5074
30-Nov-15,1.5056,1.5056,1.5058,1.5074
1-Dec-15,1.5058,1.5057,1.5059,1.5074
2-Dec-15,1.4946,1.4944,1.4947,1.4965
3-Dec-15,1.5039,1.5038,1.504,1.5056
4-Dec-15,1.5103,1.5101,1.5103,1.5116
7-Dec-15,1.5073,1.5072,1.5074,1.509
8-Dec-15,1.4986,1.4985,1.4988,1.5004
9-Dec-15,1.5184,1.5183,1.5186,1.5203
10-Dec-15,1.5165,1.5164,1.5167,1.5184
11-Dec-15,1.5213,1.5212,1.5215,1.5228
14-Dec-15,1.5119,1.5118,1.512,1.5135
15-Dec-15,1.5051,1.5051,1.5054,1.5068
16-Dec-15,1.5009,1.5008,1.5012,1.5026
17-Dec-15,1.4886,1.4885,1.4891,1.4908
18-Dec-15,1.4897,1.4897,1.4903,1.4921
21-Dec-15,1.4891,1.4891,1.4898,1.4917
22-Dec-15,1.483,1.483,1.4837,1.4856
23-Dec-15,1.4873,1.4873,1.4879,1.49
24-Dec-15,1.4926,1.4926,1.4932,1.4951
29-Dec-15,1.4798,1.4799,1.4805,1.4824
30-Dec-15,1.4834,1.4835,1.4842,1.4862
31-Dec-15,1.4821,1.4821,1.4827,1.4847
4-Jan-16,1.469,1.4692,1.4697,1.4717
5-Jan-16,1.4648,1.4649,1.4655,1.4677
6-Jan-16,1.4608,1.4609,1.4617,1.4643
7-Jan-16,1.4566,1.4568,1.4576,1.4601
8-Jan-16,1.454,1.4542,1.455,1.4574
11-Jan-16,1.4532,1.4534,1.454,1.4565
12-Jan-16,1.4367,1.4369,1.4376,1.4401
13-Jan-16,1.4442,1.4443,1.4451,1.4474
14-Jan-16,1.4394,1.4396,1.4402,1.4425
15-Jan-16,1.4308,1.4309,1.4315,1.4338
18-Jan-16,1.4271,1.4272,1.4278,1.4299
19-Jan-16,1.4145,1.4147,1.4153,1.4176
20-Jan-16,1.4187,1.4189,1.4194,1.4215
21-Jan-16,1.4136,1.4137,1.4143,1.4164
22-Jan-16,1.4331,1.4333,1.434,1.4362
25-Jan-16,1.4268,1.4269,1.4275,1.4299
26-Jan-16,1.4326,1.4328,1.4334,1.4357
27-Jan-16,1.4259,1.4261,1.4268,1.4291
28-Jan-16,1.4389,1.4391,1.4397,1.4418
29-Jan-16,1.4188,1.4191,1.4197,1.4218
1-Feb-16,1.4367,1.4369,1.4375,1.4397
2-Feb-16,1.4377,1.4379,1.4385,1.4408
3-Feb-16,1.4593,1.4595,1.4601,1.4619
4-Feb-16,1.4579,1.4581,1.4588,1.4608
5-Feb-16,1.4483,1.4485,1.4493,1.4515
8-Feb-16,1.4369,1.4372,1.4378,1.4398
9-Feb-16,1.4485,1.4488,1.4496,1.4518
10-Feb-16,1.4461,1.4464,1.4471,1.4493
11-Feb-16,1.4436,1.444,1.4449,1.447
12-Feb-16,1.4459,1.4462,1.4471,1.4494
15-Feb-16,1.4456,1.4459,1.4468,1.4491
16-Feb-16,1.4307,1.4311,1.4318,1.4341
17-Feb-16,1.4315,1.4319,1.4327,1.4351
18-Feb-16,1.4367,1.4371,1.4379,1.4402
19-Feb-16,1.4267,1.427,1.4279,1.4303
22-Feb-16,1.4136,1.414,1.4148,1.4173
23-Feb-16,1.4107,1.411,1.4119,1.4143
24-Feb-16,1.3933,1.3937,1.3946,1.397
25-Feb-16,1.395,1.3954,1.3963,1.3987
26-Feb-16,1.3864,1.3867,1.3878,1.3906
29-Feb-16,1.3931,1.3934,1.3944,1.3976
1-Mar-16,1.3927,1.393,1.3941,1.3971
2-Mar-16,1.4066,1.4069,1.408,1.4112
3-Mar-16,1.4158,1.4161,1.4171,1.4202
4-Mar-16,1.4218,1.4221,1.4231,1.4263
7-Mar-16,1.4207,1.421,1.422,1.4254
8-Mar-16,1.4213,1.4216,1.4226,1.4258
9-Mar-16,1.4224,1.4227,1.4238,1.4272
10-Mar-16,1.4309,1.4311,1.4322,1.4356
11-Mar-16,1.4397,1.4399,1.441,1.4444
14-Mar-16,1.4325,1.4328,1.4339,1.4372
15-Mar-16,1.4167,1.417,1.4182,1.4217
16-Mar-16,1.4101,1.4104,1.4116,1.4152
17-Mar-16,1.4492,1.4494,1.4503,1.4532
18-Mar-16,1.4516,1.4518,1.4527,1.4554
21-Mar-16,1.4404,1.4406,1.4416,1.4444
22-Mar-16,1.4219,1.4222,1.4232,1.4262
23-Mar-16,1.4113,1.4116,1.4126,1.416
24-Mar-16,1.4145,1.4148,1.4158,1.4192
29-Mar-16,1.4268,1.4271,1.428,1.4312
30-Mar-16,1.4449,1.4453,1.4462,1.4491
31-Mar-16,1.438,1.4383,1.4392,1.442
1-Apr-16,1.4187,1.419,1.42,1.4231
4-Apr-16,1.4292,1.4296,1.4306,1.4336
5-Apr-16,1.4134,1.4138,1.4147,1.4177
6-Apr-16,1.4087,1.409,1.41,1.413
7-Apr-16,1.4095,1.4098,1.4108,1.4137
8-Apr-16,1.4107,1.411,1.412,1.4151
11-Apr-16,1.4264,1.4267,1.4277,1.4307
12-Apr-16,1.4209,1.4212,1.4222,1.4252
13-Apr-16,1.4208,1.4211,1.4221,1.425
14-Apr-16,1.4141,1.4144,1.4153,1.4181
15-Apr-16,1.4179,1.4182,1.4191,1.4219
18-Apr-16,1.4275,1.4278,1.4287,1.4314
19-Apr-16,1.4403,1.4406,1.4415,1.4443
20-Apr-16,1.4402,1.4405,1.4414,1.4441
21-Apr-16,1.4339,1.4342,1.4351,1.4379
22-Apr-16,1.441,1.4413,1.4422,1.445
25-Apr-16,1.4501,1.4504,1.4513,1.454
26-Apr-16,1.4586,1.4588,1.4597,1.4623
27-Apr-16,1.4538,1.4541,1.455,1.4575
28-Apr-16,1.4572,1.4575,1.4584,1.4609
29-Apr-16,1.4652,1.4655,1.4663,1.4686
3-May-16,1.4552,1.4555,1.4564,1.4587
4-May-16,1.4484,1.4487,1.4495,1.452
5-May-16,1.4499,1.4502,1.4511,1.4537
6-May-16,1.4434,1.4437,1.4446,1.4471
9-May-16,1.44,1.4403,1.4413,1.444
10-May-16,1.4464,1.4467,1.4477,1.4505
11-May-16,1.4466,1.447,1.4479,1.4508
12-May-16,1.4504,1.4508,1.4517,1.4543
13-May-16,1.4352,1.4356,1.4366,1.4395
16-May-16,1.4407,1.441,1.4419,1.4449
17-May-16,1.4469,1.4472,1.4482,1.4512
18-May-16,1.4619,1.4624,1.4634,1.4666
19-May-16,1.4587,1.4592,1.4605,1.4639
20-May-16,1.4517,1.4523,1.4536,1.4569
23-May-16,1.4463,1.4469,1.4482,1.4517
24-May-16,1.4611,1.4617,1.4631,1.4665
25-May-16,1.4716,1.4723,1.4735,1.477
26-May-16,1.4684,1.4691,1.4703,1.4736
27-May-16,1.4619,1.4625,1.4638,1.4671
31-May-16,1.4561,1.4566,1.458,1.4615
1-Jun-16,1.4419,1.4425,1.4439,1.4477
2-Jun-16,1.4452,1.4458,1.4473,1.4512
3-Jun-16,1.4521,1.4527,1.4538,1.4573
6-Jun-16,1.4469,1.4475,1.4487,1.4527
7-Jun-16,1.4565,1.457,1.4582,1.4617
8-Jun-16,1.4557,1.4561,1.4573,1.4609
9-Jun-16,1.4469,1.4474,1.4485,1.4519
10-Jun-16,1.4338,1.4342,1.4353,1.4385
13-Jun-16,1.4286,1.4291,1.4301,1.4334
14-Jun-16,1.4119,1.4123,1.4135,1.4171
15-Jun-16,1.4201,1.4206,1.4218,1.4254
16-Jun-16,1.4069,1.4074,1.4085,1.4118
17-Jun-16,1.4299,1.4303,1.4314,1.4345
20-Jun-16,1.4699,1.4703,1.4713,1.4741
21-Jun-16,1.4674,1.4678,1.4687,1.471
22-Jun-16,1.4692,1.4695,1.4705,1.4729
23-Jun-16,1.4801,1.4804,1.4813,1.4836
24-Jun-16,1.3631,1.3635,1.3648,1.3681
27-Jun-16,1.3159,1.3165,1.3179,1.3212
28-Jun-16,1.3325,1.3331,1.3343,1.3375
29-Jun-16,1.3526,1.3534,1.3548,1.3577
30-Jun-16,1.3432,1.3439,1.3453,1.3484
1-Jul-16,1.3274,1.3284,1.3302,1.3339
4-Jul-16,1.3291,1.3301,1.332,1.3359
5-Jul-16,1.3052,1.3062,1.3082,1.312
6-Jul-16,1.289,1.2901,1.292,1.2958
7-Jul-16,1.2937,1.2947,1.2966,1.3004
8-Jul-16,1.2965,1.2975,1.2995,1.3033
11-Jul-16,1.2992,1.3003,1.3023,1.3064
12-Jul-16,1.3191,1.3202,1.3223,1.3265
13-Jul-16,1.322,1.3231,1.3252,1.3294
14-Jul-16,1.3326,1.3336,1.3355,1.3395
15-Jul-16,1.3234,1.3245,1.3267,1.3312
18-Jul-16,1.329,1.33,1.3321,1.3365
19-Jul-16,1.314,1.315,1.3172,1.3216
20-Jul-16,1.3179,1.3191,1.3213,1.326
21-Jul-16,1.3215,1.3227,1.3249,1.3298
22-Jul-16,1.3089,1.3101,1.3124,1.3173
25-Jul-16,1.3128,1.3141,1.3164,1.3216
26-Jul-16,1.3122,1.3136,1.3163,1.3215
27-Jul-16,1.3121,1.3136,1.3162,1.3215
28-Jul-16,1.3126,1.3142,1.3168,1.322
29-Jul-16,1.3274,1.3288,1.3313,1.3363
1-Aug-16,1.3213,1.3228,1.3252,1.3302
2-Aug-16,1.3313,1.3328,1.3354,1.3402
3-Aug-16,1.3329,1.3344,1.337,1.3421
4-Aug-16,1.3135,1.3151,1.3178,1.3231
5-Aug-16,1.3066,1.3082,1.311,1.3168
8-Aug-16,1.3046,1.3062,1.3091,1.3151
9-Aug-16,1.3,1.3018,1.3048,1.311
10-Aug-16,1.3021,1.3039,1.3068,1.3128
11-Aug-16,1.2972,1.2989,1.3017,1.3072
12-Aug-16,1.2941,1.2958,1.2984,1.3038
15-Aug-16,1.2882,1.2897,1.2923,1.2977
16-Aug-16,1.2974,1.299,1.3016,1.3071
17-Aug-16,1.3016,1.3033,1.306,1.3116
18-Aug-16,1.3168,1.3184,1.3211,1.3266
19-Aug-16,1.3062,1.3078,1.3106,1.3161
22-Aug-16,1.3153,1.317,1.3197,1.3254
23-Aug-16,1.3193,1.321,1.3238,1.3295
24-Aug-16,1.3257,1.3275,1.3304,1.3359
25-Aug-16,1.3196,1.3214,1.3242,1.3298
26-Aug-16,1.3207,1.3225,1.3253,1.3311
30-Aug-16,1.3107,1.3121,1.3149,1.3207
31-Aug-16,1.311,1.3124,1.3153,1.3212
1-Sep-16,1.331,1.3324,1.3351,1.3409
2-Sep-16,1.3319,1.3333,1.336,1.342
5-Sep-16,1.3303,1.3317,1.3344,1.3403
6-Sep-16,1.344,1.3453,1.3481,1.3538
7-Sep-16,1.335,1.3362,1.339,1.3446
8-Sep-16,1.3325,1.3337,1.3365,1.342
9-Sep-16,1.3268,1.3281,1.3309,1.3365
12-Sep-16,1.3312,1.3324,1.3352,1.3409
13-Sep-16,1.319,1.3202,1.323,1.3287
14-Sep-16,1.3185,1.3197,1.3225,1.3281
15-Sep-16,1.3201,1.3212,1.324,1.3294
16-Sep-16,1.3089,1.31,1.3128,1.3183
19-Sep-16,1.307,1.3082,1.311,1.3167
20-Sep-16,1.2959,1.297,1.2998,1.3056
21-Sep-16,1.2968,1.298,1.3008,1.3067
22-Sep-16,1.3103,1.3116,1.3143,1.3201
23-Sep-16,1.2969,1.2981,1.3008,1.3066
26-Sep-16,1.2986,1.2998,1.3024,1.3081
27-Sep-16,1.2998,1.301,1.3037,1.3093
28-Sep-16,1.3,1.3012,1.3039,1.3093
29-Sep-16,1.2989,1.3007,1.3031,1.3085
30-Sep-16,1.3,1.3018,1.3042,1.3096
3-Oct-16,1.2843,1.2861,1.2885,1.2938
4-Oct-16,1.2762,1.2779,1.2803,1.2858
5-Oct-16,1.2749,1.2765,1.2788,1.2845
6-Oct-16,1.2653,1.2669,1.2692,1.2748
7-Oct-16,1.2472,1.2488,1.251,1.2563
10-Oct-16,1.2383,1.2399,1.2421,1.2472
11-Oct-16,1.2233,1.2249,1.2272,1.2323
12-Oct-16,1.2189,1.2206,1.2228,1.2278
13-Oct-16,1.22,1.2217,1.2238,1.2285
14-Oct-16,1.2202,1.2218,1.2239,1.2283
17-Oct-16,1.2163,1.2178,1.2198,1.2243
18-Oct-16,1.2309,1.2325,1.2346,1.239
19-Oct-16,1.2294,1.2311,1.2331,1.2377
20-Oct-16,1.225,1.2267,1.2288,1.2333
21-Oct-16,1.2202,1.2219,1.224,1.2287
24-Oct-16,1.2213,1.223,1.2252,1.2299
25-Oct-16,1.2141,1.2159,1.2182,1.2228
26-Oct-16,1.2246,1.2265,1.2286,1.2333
27-Oct-16,1.2186,1.2205,1.2226,1.2274
28-Oct-16,1.2152,1.2172,1.2193,1.224
31-Oct-16,1.2221,1.224,1.2263,1.231
1-Nov-16,1.2227,1.2246,1.2268,1.2317
2-Nov-16,1.2321,1.2341,1.2363,1.2409
3-Nov-16,1.2461,1.2481,1.2504,1.2548
4-Nov-16,1.2551,1.2572,1.2593,1.2638
7-Nov-16,1.2399,1.2419,1.2441,1.2487
8-Nov-16,1.2413,1.2433,1.2456,1.2503
9-Nov-16,1.245,1.247,1.2492,1.2538
10-Nov-16,1.2492,1.2512,1.2534,1.2583
11-Nov-16,1.2585,1.2605,1.2628,1.2677
14-Nov-16,1.2459,1.248,1.2503,1.2553
15-Nov-16,1.2391,1.2411,1.2435,1.2485
16-Nov-16,1.2429,1.2452,1.2474,1.2526
17-Nov-16,1.2443,1.2465,1.2489,1.2541
18-Nov-16,1.2318,1.234,1.2364,1.2417
21-Nov-16,1.2481,1.2503,1.2527,1.2582
22-Nov-16,1.243,1.2452,1.2477,1.2533
23-Nov-16,1.2407,1.2429,1.2455,1.2513
24-Nov-16,1.2471,1.2494,1.2521,1.258
25-Nov-16,1.246,1.2483,1.251,1.2569
28-Nov-16,1.242,1.2441,1.2469,1.2527
29-Nov-16,1.2522,1.2536,1.2564,1.2622
30-Nov-16,1.2511,1.2525,1.2552,1.2611
1-Dec-16,1.2636,1.2652,1.2678,1.2737
2-Dec-16,1.2673,1.2688,1.2715,1.2774
5-Dec-16,1.2722,1.2737,1.2764,1.2826
6-Dec-16,1.2726,1.2741,1.2768,1.2828
7-Dec-16,1.2623,1.2638,1.2664,1.2725
8-Dec-16,1.2568,1.2583,1.261,1.2669
9-Dec-16,1.2578,1.2593,1.262,1.2678
12-Dec-16,1.2685,1.2699,1.2726,1.2786
13-Dec-16,1.27,1.2714,1.2742,1.2804
14-Dec-16,1.2716,1.2731,1.2757,1.282
15-Dec-16,1.2424,1.2439,1.2466,1.2532
16-Dec-16,1.2449,1.2463,1.249,1.2556
19-Dec-16,1.2408,1.2422,1.2448,1.2513
20-Dec-16,1.237,1.2384,1.2411,1.2475
21-Dec-16,1.2392,1.2407,1.2435,1.2499
22-Dec-16,1.2314,1.2328,1.2356,1.2419
23-Dec-16,1.2272,1.2287,1.2314,1.2379
28-Dec-16,1.2244,1.2259,1.2287,1.2353
29-Dec-16,1.2236,1.2254,1.2282,1.2349
30-Dec-16,1.2315,1.2332,1.236,1.2426
3-Jan-17,1.2249,1.2267,1.2295,1.2363
4-Jan-17,1.2305,1.2323,1.2352,1.2421
5-Jan-17,1.2434,1.2454,1.2482,1.255
6-Jan-17,1.2327,1.2346,1.2376,1.2446
9-Jan-17,1.2156,1.2175,1.2205,1.2276
10-Jan-17,1.2193,1.2212,1.2242,1.2312
11-Jan-17,1.2079,1.2099,1.213,1.2201
12-Jan-17,1.2227,1.2248,1.2278,1.235
13-Jan-17,1.2192,1.2212,1.2243,1.2316
16-Jan-17,1.2073,1.2093,1.2123,1.2195
17-Jan-17,1.2394,1.2413,1.2444,1.2516
18-Jan-17,1.2353,1.2373,1.2404,1.2478
19-Jan-17,1.2312,1.2333,1.2365,1.2441
20-Jan-17,1.2331,1.2352,1.2384,1.2458
23-Jan-17,1.2504,1.2524,1.2555,1.2627
24-Jan-17,1.2521,1.2541,1.2572,1.2645
25-Jan-17,1.2613,1.2633,1.2665,1.2741
26-Jan-17,1.2597,1.2617,1.2649,1.2722
27-Jan-17,1.256,1.258,1.2613,1.2686
30-Jan-17,1.2521,1.2543,1.2573,1.2644
31-Jan-17,1.2595,1.2615,1.2646,1.2715
1-Feb-17,1.2654,1.2674,1.2705,1.2778
2-Feb-17,1.2536,1.2557,1.2587,1.2659
3-Feb-17,1.2512,1.2532,1.2561,1.2633
6-Feb-17,1.2451,1.247,1.25,1.2573
7-Feb-17,1.2435,1.2455,1.2484,1.2557
8-Feb-17,1.2539,1.2559,1.2588,1.2659
9-Feb-17,1.2534,1.2553,1.2583,1.2655
10-Feb-17,1.2488,1.2507,1.2537,1.2611
13-Feb-17,1.2509,1.2528,1.2559,1.2633
14-Feb-17,1.2469,1.2489,1.252,1.2596
15-Feb-17,1.2453,1.2473,1.2505,1.2584
16-Feb-17,1.2506,1.2527,1.2559,1.2637
17-Feb-17,1.2438,1.2458,1.2489,1.2567
20-Feb-17,1.248,1.2499,1.2531,1.2609
21-Feb-17,1.2475,1.2495,1.2527,1.2605
22-Feb-17,1.2465,1.2485,1.2518,1.2599
23-Feb-17,1.2555,1.2576,1.2608,1.2685
24-Feb-17,1.2496,1.2517,1.2549,1.2624
27-Feb-17,1.2481,1.2497,1.2529,1.2605
28-Feb-17,1.2456,1.2472,1.2505,1.2581
1-Mar-17,1.2328,1.2346,1.2379,1.246
2-Mar-17,1.2296,1.2313,1.2346,1.2428
3-Mar-17,1.2272,1.2288,1.2321,1.2401
6-Mar-17,1.2266,1.2283,1.2316,1.2394
7-Mar-17,1.2205,1.2222,1.2256,1.2332
8-Mar-17,1.2179,1.2196,1.2229,1.2309
9-Mar-17,1.2161,1.2178,1.2211,1.229
10-Mar-17,1.2179,1.2194,1.2227,1.2305
13-Mar-17,1.2246,1.2262,1.2295,1.2375
14-Mar-17,1.2179,1.2196,1.223,1.2309
15-Mar-17,1.2234,1.2253,1.2287,1.2368
16-Mar-17,1.238,1.2397,1.243,1.2508
