Date,"Forward exchange rate, 1 month, US$ into Sterling                          XUDLDS1","Forward exchange rate, 3 month, US$ into Sterling                          XUDLDS3","Forward exchange rate, 6 month, US$ into Sterling                          XUDLDS6","Forward exchange rate, 12 month, US$ into Sterling                          XUDLDSY"
27-Nov-87,1.8044,1.8004,1.7954,1.789
30-Nov-87,1.8307,1.8275,1.8234,1.8183
1-Dec-87,1.8173,1.8137,1.8098,1.8044
2-Dec-87,1.8148,1.8116,1.8081,1.8029
3-Dec-87,1.803,1.8001,1.7969,1.792
4-Dec-87,1.7966,1.7938,1.7903,1.7848
7-Dec-87,1.7945,1.7921,1.7888,1.7839
8-Dec-87,1.7957,1.7934,1.7901,1.7852
9-Dec-87,1.804,1.8016,1.7982,1.793
10-Dec-87,1.8253,1.8231,1.82,1.815
11-Dec-87,1.8345,1.8328,1.8298,1.8247
14-Dec-87,1.8417,1.8403,1.8372,1.8321
15-Dec-87,1.8324,1.8309,1.8264,1.8204
16-Dec-87,1.8287,1.8259,1.8202,1.8107
17-Dec-87,1.8332,1.8299,1.8235,1.812
18-Dec-87,1.8269,1.8238,1.8181,1.8075
21-Dec-87,1.8272,1.8237,1.8172,1.8064
22-Dec-87,1.8293,1.8259,1.8198,1.8095
23-Dec-87,1.8206,1.8172,1.8109,1.8
24-Dec-87,1.833,1.8297,1.8232,1.8125
29-Dec-87,1.8578,1.8543,1.8482,1.838
30-Dec-87,1.8559,1.852,1.8452,1.8345
31-Dec-87,1.8848,1.8806,1.8739,1.8622
4-Jan-88,1.8714,1.8669,1.859,1.8451
5-Jan-88,1.826,1.8213,1.8146,1.8014
6-Jan-88,1.8013,1.7967,1.7893,1.7763
7-Jan-88,1.8096,1.8049,1.7981,1.7849
8-Jan-88,1.803,1.7981,1.7903,1.777
11-Jan-88,1.8188,1.8142,1.8062,1.7924
12-Jan-88,1.8179,1.813,1.8043,1.7899
13-Jan-88,1.8207,1.8156,1.8075,1.7934
14-Jan-88,1.8157,1.8105,1.8026,1.7888
15-Jan-88,1.7699,1.7647,1.7566,1.7432
18-Jan-88,1.7681,1.7629,1.7549,1.7411
19-Jan-88,1.7696,1.7645,1.7567,1.743
20-Jan-88,1.7893,1.7843,1.7767,1.7641
21-Jan-88,1.7912,1.7862,1.7784,1.7667
22-Jan-88,1.7797,1.7747,1.7662,1.7549
25-Jan-88,1.769,1.7645,1.7576,1.7455
26-Jan-88,1.7706,1.7659,1.7589,1.7467
27-Jan-88,1.7766,1.7716,1.7643,1.7512
28-Jan-88,1.7769,1.7717,1.7644,1.7506
29-Jan-88,1.7676,1.7618,1.7533,1.7375
1-Feb-88,1.7522,1.7458,1.7364,1.7183
2-Feb-88,1.7643,1.7579,1.7488,1.7319
3-Feb-88,1.7649,1.7587,1.7496,1.7328
4-Feb-88,1.7572,1.7508,1.7417,1.7247
5-Feb-88,1.7515,1.7443,1.7333,1.7143
8-Feb-88,1.7514,1.743,1.7317,1.7122
9-Feb-88,1.7401,1.7319,1.7208,1.7013
10-Feb-88,1.7594,1.7515,1.7407,1.7214
11-Feb-88,1.7574,1.7491,1.7375,1.7175
12-Feb-88,1.7374,1.7291,1.7176,1.6978
15-Feb-88,1.7417,1.734,1.7233,1.7042
16-Feb-88,1.7439,1.7368,1.7269,1.708
17-Feb-88,1.7475,1.7406,1.7305,1.7119
18-Feb-88,1.7483,1.7409,1.7306,1.7116
19-Feb-88,1.7461,1.7385,1.7277,1.7089
22-Feb-88,1.7608,1.7537,1.7431,1.7245
23-Feb-88,1.7631,1.7558,1.7453,1.7261
24-Feb-88,1.7643,1.757,1.7458,1.727
25-Feb-88,1.7622,1.7549,1.7442,1.7254
26-Feb-88,1.7684,1.7614,1.7509,1.7319
29-Feb-88,1.7693,1.7619,1.7509,1.7319
1-Mar-88,1.7724,1.7649,1.7535,1.7343
2-Mar-88,1.7656,1.7579,1.7467,1.728
3-Mar-88,1.7659,1.7584,1.7478,1.7291
4-Mar-88,1.7683,1.7613,1.7512,1.7327
7-Mar-88,1.813,1.8071,1.7987,1.7827
8-Mar-88,1.8397,1.8335,1.8242,1.8082
9-Mar-88,1.8446,1.8381,1.829,1.8133
10-Mar-88,1.8396,1.8332,1.824,1.8081
11-Mar-88,1.8506,1.8442,1.8349,1.8193
14-Mar-88,1.8454,1.8395,1.8307,1.8155
15-Mar-88,1.8551,1.8492,1.8411,1.8271
16-Mar-88,1.8458,1.8396,1.8309,1.8158
17-Mar-88,1.8361,1.8303,1.8226,1.8087
18-Mar-88,1.8194,1.8137,1.8058,1.7927
21-Mar-88,1.8273,1.8228,1.8158,1.8033
22-Mar-88,1.8266,1.8217,1.8144,1.8016
23-Mar-88,1.8337,1.8288,1.822,1.8098
24-Mar-88,1.8367,1.8318,1.8251,1.8124
25-Mar-88,1.8317,1.8261,1.8182,1.8051
28-Mar-88,1.8512,1.8453,1.8375,1.8242
29-Mar-88,1.8671,1.8614,1.8542,1.8411
30-Mar-88,1.8609,1.8551,1.8482,1.8353
31-Mar-88,1.8821,1.8771,1.8712,1.8612
5-Apr-88,1.8778,1.8734,1.8684,1.8578
6-Apr-88,1.8762,1.872,1.8668,1.8567
7-Apr-88,1.8652,1.8606,1.8547,1.8447
8-Apr-88,1.8713,1.8677,1.8627,1.8538
11-Apr-88,1.8535,1.8498,1.8443,1.8346
12-Apr-88,1.8506,1.8471,1.8415,1.8319
13-Apr-88,1.8435,1.8397,1.8339,1.8236
14-Apr-88,1.8731,1.8697,1.864,1.8542
15-Apr-88,1.8866,1.8836,1.8791,1.8693
18-Apr-88,1.8956,1.894,1.8911,1.8847
19-Apr-88,1.8915,1.89,1.8873,1.8814
20-Apr-88,1.8918,1.8896,1.8865,1.88
21-Apr-88,1.8948,1.8925,1.8893,1.8824
22-Apr-88,1.8854,1.8825,1.8782,1.8696
25-Apr-88,1.8723,1.8686,1.8628,1.8521
26-Apr-88,1.8739,1.8701,1.8646,1.8544
27-Apr-88,1.8701,1.8664,1.8606,1.8498
28-Apr-88,1.8721,1.8681,1.862,1.8508
29-Apr-88,1.8776,1.8742,1.8698,1.8602
3-May-88,1.8686,1.865,1.8595,1.8494
4-May-88,1.8635,1.8597,1.8537,1.843
5-May-88,1.8655,1.862,1.8561,1.8454
6-May-88,1.8623,1.8591,1.8537,1.8434
9-May-88,1.878,1.8754,1.8707,1.8618
10-May-88,1.8816,1.8791,1.8749,1.8663
11-May-88,1.8856,1.883,1.8779,1.8692
12-May-88,1.8833,1.8803,1.8754,1.8671
13-May-88,1.8896,1.8872,1.8826,1.8742
16-May-88,1.8913,1.8894,1.8859,1.8786
17-May-88,1.8608,1.8594,1.8557,1.8491
18-May-88,1.8585,1.8579,1.8548,1.8489
19-May-88,1.8664,1.8658,1.8633,1.8577
20-May-88,1.8634,1.8627,1.8595,1.8538
23-May-88,1.8671,1.8668,1.8649,1.8597
24-May-88,1.8686,1.8684,1.8665,1.8622
25-May-88,1.8651,1.8645,1.8624,1.8569
26-May-88,1.8616,1.8611,1.859,1.8536
27-May-88,1.8554,1.8554,1.8544,1.8501
31-May-88,1.84,1.84,1.8383,1.8329
1-Jun-88,1.8253,1.8245,1.8206,1.8132
2-Jun-88,1.7993,1.7962,1.7903,1.7807
3-Jun-88,1.7982,1.7943,1.7885,1.7789
6-Jun-88,1.8,1.7961,1.7901,1.7802
7-Jun-88,1.8106,1.8071,1.8018,1.7928
8-Jun-88,1.8162,1.8134,1.8087,1.802
9-Jun-88,1.8133,1.8103,1.8056,1.7972
10-Jun-88,1.8155,1.8124,1.808,1.7997
13-Jun-88,1.8185,1.8166,1.8116,1.8041
14-Jun-88,1.7913,1.7875,1.782,1.7725
15-Jun-88,1.7857,1.7817,1.7759,1.7651
16-Jun-88,1.7873,1.7833,1.777,1.7657
17-Jun-88,1.7815,1.7769,1.7701,1.7592
20-Jun-88,1.7848,1.7819,1.7729,1.7619
21-Jun-88,1.7844,1.7797,1.7732,1.762
22-Jun-88,1.7712,1.7668,1.76,1.749
23-Jun-88,1.7591,1.7544,1.7473,1.7358
24-Jun-88,1.7368,1.7313,1.7229,1.7103
27-Jun-88,1.7014,1.6955,1.6871,1.6741
28-Jun-88,1.7169,1.7112,1.7035,1.691
29-Jun-88,1.7107,1.7048,1.6969,1.6842
30-Jun-88,1.7032,1.697,1.6885,1.6754
1-Jul-88,1.6989,1.6919,1.6829,1.6687
4-Jul-88,1.6808,1.6739,1.6644,1.6493
5-Jul-88,1.7011,1.6951,1.6867,1.6737
6-Jul-88,1.7116,1.7056,1.6979,1.6848
7-Jul-88,1.7142,1.7084,1.7002,1.6875
8-Jul-88,1.6975,1.6913,1.6828,1.6694
11-Jul-88,1.6866,1.6803,1.6717,1.6587
12-Jul-88,1.6907,1.6843,1.675,1.6619
13-Jul-88,1.6884,1.682,1.6732,1.6602
14-Jul-88,1.6892,1.6829,1.6744,1.6617
15-Jul-88,1.6603,1.6537,1.6444,1.6302
18-Jul-88,1.6676,1.6606,1.6512,1.6367
19-Jul-88,1.6874,1.6805,1.6714,1.6566
20-Jul-88,1.7044,1.6969,1.6877,1.6724
21-Jul-88,1.7176,1.7107,1.7022,1.687
22-Jul-88,1.7326,1.7257,1.7176,1.7029
25-Jul-88,1.7294,1.7229,1.7148,1.7006
26-Jul-88,1.7089,1.7021,1.693,1.6785
27-Jul-88,1.7239,1.7171,1.7084,1.6939
28-Jul-88,1.7234,1.7168,1.7082,1.6952
29-Jul-88,1.7082,1.7012,1.6923,1.679
1-Aug-88,1.709,1.7022,1.6934,1.6792
2-Aug-88,1.7105,1.7037,1.6949,1.6809
3-Aug-88,1.7051,1.698,1.6893,1.6754
4-Aug-88,1.7072,1.7002,1.6917,1.6778
5-Aug-88,1.6922,1.6852,1.6768,1.6626
8-Aug-88,1.6933,1.6867,1.6784,1.6641
9-Aug-88,1.6835,1.6762,1.6683,1.6544
10-Aug-88,1.6838,1.6764,1.6685,1.6551
11-Aug-88,1.696,1.689,1.6811,1.668
12-Aug-88,1.7116,1.7048,1.6973,1.685
15-Aug-88,1.7089,1.7016,1.6936,1.6803
16-Aug-88,1.7217,1.7141,1.7057,1.692
17-Aug-88,1.6912,1.6831,1.6744,1.6606
18-Aug-88,1.6966,1.6885,1.6803,1.6669
19-Aug-88,1.6973,1.6896,1.6816,1.6685
22-Aug-88,1.6755,1.6675,1.659,1.6449
23-Aug-88,1.6784,1.6705,1.6615,1.648
24-Aug-88,1.6765,1.668,1.6586,1.6439
25-Aug-88,1.6905,1.6825,1.6734,1.6586
26-Aug-88,1.6861,1.6773,1.6671,1.6492
30-Aug-88,1.685,1.6757,1.6657,1.6472
31-Aug-88,1.6758,1.6657,1.6551,1.6367
1-Sep-88,1.6684,1.6584,1.6479,1.6299
2-Sep-88,1.6684,1.6575,1.6453,1.6257
5-Sep-88,1.6798,1.6691,1.6568,1.6368
6-Sep-88,1.6969,1.6871,1.6751,1.6554
7-Sep-88,1.698,1.6877,1.675,1.6541
8-Sep-88,1.6916,1.6809,1.6678,1.6466
9-Sep-88,1.6935,1.6828,1.6696,1.6479
12-Sep-88,1.6955,1.6845,1.6707,1.6489
13-Sep-88,1.6923,1.6819,1.6685,1.6464
14-Sep-88,1.672,1.6618,1.6483,1.6257
15-Sep-88,1.673,1.6622,1.6482,1.6256
16-Sep-88,1.6715,1.6607,1.6467,1.6244
19-Sep-88,1.6722,1.6613,1.6471,1.6248
20-Sep-88,1.6817,1.6721,1.6595,1.6381
21-Sep-88,1.6708,1.6606,1.6473,1.6261
22-Sep-88,1.6649,1.6542,1.641,1.6201
23-Sep-88,1.6668,1.6565,1.6434,1.6228
26-Sep-88,1.6616,1.6515,1.6388,1.6187
27-Sep-88,1.673,1.6639,1.6524,1.6344
28-Sep-88,1.6782,1.6694,1.6584,1.6416
29-Sep-88,1.6773,1.6692,1.658,1.6418
30-Sep-88,1.6811,1.6725,1.6617,1.6452
3-Oct-88,1.6906,1.6823,1.6708,1.6545
4-Oct-88,1.6907,1.6819,1.6701,1.6529
5-Oct-88,1.6898,1.6804,1.6685,1.6509
6-Oct-88,1.6892,1.681,1.6692,1.6524
7-Oct-88,1.6929,1.6848,1.6732,1.6572
10-Oct-88,1.7064,1.698,1.6863,1.6694
11-Oct-88,1.7139,1.7053,1.6942,1.6779
12-Oct-88,1.7252,1.7158,1.7049,1.6883
13-Oct-88,1.7434,1.7343,1.723,1.7059
14-Oct-88,1.7513,1.742,1.7298,1.7124
17-Oct-88,1.7485,1.7396,1.7278,1.7103
18-Oct-88,1.7431,1.7342,1.7224,1.7054
19-Oct-88,1.7472,1.7381,1.7265,1.7095
20-Oct-88,1.7583,1.7494,1.7373,1.7205
21-Oct-88,1.7578,1.7484,1.7358,1.7177
24-Oct-88,1.7461,1.7367,1.7234,1.7047
25-Oct-88,1.7495,1.7398,1.7266,1.7079
26-Oct-88,1.756,1.7458,1.7328,1.7135
27-Oct-88,1.7629,1.7534,1.7408,1.7215
28-Oct-88,1.7634,1.7536,1.7411,1.7219
31-Oct-88,1.7644,1.7545,1.7418,1.7217
1-Nov-88,1.7584,1.7487,1.7353,1.7155
2-Nov-88,1.7701,1.7599,1.7467,1.7251
3-Nov-88,1.7737,1.7636,1.7566,1.7277
4-Nov-88,1.7631,1.7531,1.7396,1.7179
7-Nov-88,1.7697,1.7602,1.747,1.7258
8-Nov-88,1.7644,1.7552,1.7423,1.7221
9-Nov-88,1.7841,1.7749,1.7627,1.7427
10-Nov-88,1.7901,1.7812,1.7689,1.7491
11-Nov-88,1.8097,1.801,1.7886,1.7691
14-Nov-88,1.8043,1.7955,1.7826,1.7625
15-Nov-88,1.8012,1.7924,1.7794,1.7591
16-Nov-88,1.8155,1.8065,1.794,1.7736
17-Nov-88,1.8126,1.8039,1.7909,1.7699
18-Nov-88,1.8126,1.8043,1.7913,1.7706
21-Nov-88,1.8154,1.8071,1.7941,1.7736
22-Nov-88,1.8235,1.8156,1.8033,1.7827
23-Nov-88,1.8309,1.8231,1.8135,1.7901
24-Nov-88,1.8328,1.8246,1.8119,1.7916
25-Nov-88,1.8399,1.8306,1.8165,1.7949
28-Nov-88,1.8302,1.8204,1.8051,1.7817
29-Nov-88,1.8421,1.8315,1.816,1.7925
30-Nov-88,1.8424,1.8311,1.8152,1.7898
1-Dec-88,1.8506,1.8388,1.8222,1.7956
2-Dec-88,1.8532,1.8416,1.8258,1.7998
5-Dec-88,1.865,1.8536,1.8373,1.8115
6-Dec-88,1.8633,1.852,1.8356,1.8109
7-Dec-88,1.8407,1.829,1.8123,1.787
8-Dec-88,1.8483,1.8366,1.8204,1.7954
9-Dec-88,1.8434,1.8317,1.8151,1.7905
12-Dec-88,1.837,1.8259,1.8098,1.7857
13-Dec-88,1.8242,1.8136,1.7977,1.7738
14-Dec-88,1.828,1.8174,1.8016,1.7788
15-Dec-88,1.8271,1.8162,1.8012,1.779
16-Dec-88,1.8073,1.797,1.7823,1.7623
19-Dec-88,1.8152,1.8053,1.7914,1.7719
20-Dec-88,1.8013,1.7916,1.778,1.7588
21-Dec-88,1.8008,1.7907,1.7767,1.757
22-Dec-88,1.7936,1.784,1.7699,1.7498
23-Dec-88,1.7949,1.7851,1.771,1.751
28-Dec-88,1.779,1.7691,1.7557,1.7365
29-Dec-88,1.7848,1.7747,1.761,1.7413
30-Dec-88,1.8021,1.7919,1.778,1.758
3-Jan-89,1.8206,1.8099,1.7955,1.7752
4-Jan-89,1.7999,1.7894,1.7756,1.7561
5-Jan-89,1.7898,1.7793,1.7654,1.7462
6-Jan-89,1.7734,1.7633,1.7501,1.7315
9-Jan-89,1.7616,1.7518,1.7389,1.7208
10-Jan-89,1.7617,1.7518,1.7391,1.7213
11-Jan-89,1.7784,1.7684,1.7561,1.7374
12-Jan-89,1.7773,1.7671,1.7546,1.7361
13-Jan-89,1.7773,1.767,1.7541,1.7355
16-Jan-89,1.7554,1.746,1.7343,1.7165
17-Jan-89,1.7629,1.7535,1.742,1.7252
18-Jan-89,1.757,1.7475,1.7361,1.7193
19-Jan-89,1.7494,1.7398,1.7288,1.7123
20-Jan-89,1.7613,1.7515,1.7398,1.7243
23-Jan-89,1.7674,1.7582,1.7469,1.7315
24-Jan-89,1.7687,1.7591,1.7476,1.7316
25-Jan-89,1.7624,1.7525,1.7411,1.7255
26-Jan-89,1.7662,1.7563,1.7447,1.729
27-Jan-89,1.7572,1.7477,1.7365,1.7219
30-Jan-89,1.7535,1.7438,1.7327,1.7179
31-Jan-89,1.751,1.7412,1.73,1.7149
1-Feb-89,1.7456,1.7358,1.7244,1.7094
2-Feb-89,1.7469,1.7367,1.7258,1.7109
3-Feb-89,1.7378,1.7285,1.7181,1.704
6-Feb-89,1.729,1.7201,1.7101,1.6974
7-Feb-89,1.7378,1.7288,1.7184,1.7054
8-Feb-89,1.7382,1.729,1.7185,1.7051
9-Feb-89,1.7512,1.7419,1.7316,1.7182
10-Feb-89,1.7498,1.7405,1.7304,1.7168
13-Feb-89,1.744,1.7351,1.7249,1.7119
14-Feb-89,1.7584,1.7495,1.7388,1.7255
15-Feb-89,1.7742,1.7655,1.7548,1.7415
16-Feb-89,1.768,1.7592,1.7486,1.7355
17-Feb-89,1.7728,1.7642,1.7536,1.7409
20-Feb-89,1.7613,1.7526,1.7412,1.7283
21-Feb-89,1.7482,1.7395,1.7282,1.7147
22-Feb-89,1.7432,1.7349,1.7235,1.7093
23-Feb-89,1.7559,1.7468,1.7353,1.7215
24-Feb-89,1.7493,1.7413,1.7312,1.7183
27-Feb-89,1.7398,1.7316,1.7206,1.7072
28-Feb-89,1.7386,1.7305,1.7197,1.7069
1-Mar-89,1.7193,1.7105,1.6999,1.6866
2-Mar-89,1.72,1.7116,1.7017,1.6891
3-Mar-89,1.7188,1.7108,1.7008,1.6855
6-Mar-89,1.7187,1.7112,1.7019,1.6907
7-Mar-89,1.7189,1.7111,1.7014,1.6901
8-Mar-89,1.7176,1.7097,1.7006,1.6891
9-Mar-89,1.7152,1.7076,1.6985,1.6871
10-Mar-89,1.7121,1.7046,1.696,1.6849
13-Mar-89,1.7125,1.7054,1.6966,1.6854
14-Mar-89,1.7186,1.7113,1.7027,1.6916
15-Mar-89,1.7189,1.7117,1.7039,1.6938
16-Mar-89,1.7139,1.7067,1.6987,1.6887
17-Mar-89,1.7096,1.7029,1.6958,1.686
20-Mar-89,1.7065,1.7003,1.6933,1.6851
21-Mar-89,1.7211,1.7153,1.7085,1.702
22-Mar-89,1.7194,1.7135,1.7073,1.701
23-Mar-89,1.7199,1.7133,1.7065,1.6996
28-Mar-89,1.6922,1.6852,1.6782,1.6711
29-Mar-89,1.6842,1.6772,1.6702,1.6641
30-Mar-89,1.6838,1.6767,1.6689,1.6614
31-Mar-89,1.6818,1.6748,1.6672,1.66
3-Apr-89,1.6805,1.673,1.6645,1.6555
4-Apr-89,1.7055,1.698,1.6893,1.6788
5-Apr-89,1.6993,1.6916,1.6822,1.6709
6-Apr-89,1.7001,1.6923,1.6832,1.6718
7-Apr-89,1.6938,1.6858,1.6758,1.6639
10-Apr-89,1.6959,1.6876,1.6779,1.6647
11-Apr-89,1.6936,1.6855,1.6752,1.6618
12-Apr-89,1.69,1.6815,1.6708,1.6562
13-Apr-89,1.697,1.6887,1.6777,1.6636
14-Apr-89,1.6993,1.6882,1.6781,1.6647
17-Apr-89,1.7099,1.7022,1.692,1.678
18-Apr-89,1.7148,1.7072,1.6967,1.6817
19-Apr-89,1.707,1.6994,1.6884,1.6721
20-Apr-89,1.7112,1.7028,1.69,1.672
21-Apr-89,1.7123,1.7031,1.6912,1.6724
24-Apr-89,1.7039,1.6948,1.683,1.6649
25-Apr-89,1.6988,1.6902,1.6785,1.6606
26-Apr-89,1.6875,1.6797,1.6692,1.6517
27-Apr-89,1.6876,1.6796,1.669,1.6519
28-Apr-89,1.6838,1.6757,1.6647,1.6477
2-May-89,1.6795,1.6715,1.6607,1.6441
3-May-89,1.681,1.6726,1.6621,1.6447
4-May-89,1.6818,1.6739,1.6632,1.6469
5-May-89,1.6713,1.6629,1.6515,1.6333
8-May-89,1.6693,1.6617,1.6509,1.634
9-May-89,1.6563,1.6482,1.6364,1.6183
10-May-89,1.6655,1.6573,1.6459,1.628
11-May-89,1.6628,1.6547,1.6429,1.625
12-May-89,1.6672,1.6586,1.6458,1.6262
15-May-89,1.633,1.6246,1.6118,1.5909
16-May-89,1.6354,1.6269,1.614,1.5935
17-May-89,1.6091,1.6002,1.5872,1.5669
18-May-89,1.6097,1.6014,1.5891,1.5696
19-May-89,1.6133,1.6049,1.5922,1.5723
22-May-89,1.5754,1.566,1.5517,1.5296
23-May-89,1.5741,1.5641,1.5487,1.5235
24-May-89,1.5643,1.5531,1.5378,1.5127
25-May-89,1.576,1.5654,1.5499,1.5251
26-May-89,1.586,1.5753,1.5601,1.5409
30-May-89,1.5537,1.5426,1.5262,1.5001
31-May-89,1.5664,1.5538,1.5367,1.5093
1-Jun-89,1.5675,1.5557,1.5389,1.5124
2-Jun-89,1.5841,1.5722,1.5544,1.526
5-Jun-89,1.5774,1.5647,1.546,1.5155
6-Jun-89,1.5636,1.5516,1.5331,1.503
7-Jun-89,1.5732,1.5609,1.5428,1.5128
8-Jun-89,1.5685,1.5561,1.5372,1.5062
9-Jun-89,1.5462,1.5336,1.5148,1.4835
12-Jun-89,1.5198,1.5066,1.4866,1.4544
13-Jun-89,1.5099,1.4973,1.4773,1.4454
14-Jun-89,1.5109,1.4975,1.4776,1.4454
15-Jun-89,1.5057,1.4929,1.4728,1.441
16-Jun-89,1.5337,1.5221,1.5046,1.4757
19-Jun-89,1.5412,1.5297,1.5119,1.4817
20-Jun-89,1.5462,1.5353,1.5174,1.488
21-Jun-89,1.5412,1.5297,1.5105,1.4808
22-Jun-89,1.5542,1.543,1.5237,1.4946
23-Jun-89,1.5577,1.546,1.5272,1.496
26-Jun-89,1.5371,1.5251,1.5049,1.4717
27-Jun-89,1.5578,1.5468,1.5288,1.4981
28-Jun-89,1.5525,1.5411,1.523,1.4921
29-Jun-89,1.5553,1.5436,1.5242,1.4931
30-Jun-89,1.5439,1.5321,1.5126,1.4807
3-Jul-89,1.568,1.5563,1.537,1.5048
4-Jul-89,1.5811,1.5691,1.5496,1.5179
5-Jul-89,1.6097,1.597,1.5786,1.5462
6-Jul-89,1.6163,1.604,1.5846,1.5517
7-Jul-89,1.6189,1.6062,1.5863,1.5522
10-Jul-89,1.6369,1.6242,1.6046,1.5689
11-Jul-89,1.6215,1.6088,1.5893,1.5549
12-Jul-89,1.6176,1.6112,1.5851,1.5506
13-Jul-89,1.6191,1.606,1.5874,1.5539
14-Jul-89,1.6091,1.5965,1.5785,1.546
17-Jul-89,1.6031,1.5911,1.5738,1.543
18-Jul-89,1.6142,1.6022,1.5847,1.554
19-Jul-89,1.6139,1.6008,1.5831,1.5512
20-Jul-89,1.6135,1.6006,1.5825,1.5508
21-Jul-89,1.616,1.6034,1.5855,1.5538
24-Jul-89,1.6123,1.6002,1.582,1.5505
25-Jul-89,1.6168,1.6041,1.5851,1.5539
26-Jul-89,1.6389,1.6256,1.6073,1.5761
27-Jul-89,1.6537,1.6403,1.6215,1.5903
28-Jul-89,1.6402,1.6263,1.6067,1.5752
31-Jul-89,1.6533,1.6398,1.6197,1.5874
1-Aug-89,1.6448,1.6305,1.609,1.577
2-Aug-89,1.6556,1.6412,1.6213,1.5892
3-Aug-89,1.6339,1.6198,1.5997,1.5677
4-Aug-89,1.6103,1.5968,1.5774,1.5465
7-Aug-89,1.5984,1.5861,1.5676,1.538
8-Aug-89,1.6168,1.6035,1.585,1.5563
9-Aug-89,1.6091,1.5963,1.5782,1.5497
10-Aug-89,1.6198,1.6069,1.5871,1.5576
11-Aug-89,1.5774,1.5646,1.5465,1.518
14-Aug-89,1.5752,1.5634,1.5459,1.5175
15-Aug-89,1.5715,1.5597,1.5422,1.5158
16-Aug-89,1.5737,1.5612,1.5443,1.518
17-Aug-89,1.5522,1.5406,1.5238,1.498
18-Aug-89,1.5598,1.5481,1.5322,1.5073
21-Aug-89,1.5684,1.5567,1.5404,1.5147
22-Aug-89,1.5722,1.5606,1.5438,1.518
23-Aug-89,1.5648,1.5523,1.5353,1.5098
24-Aug-89,1.5621,1.55,1.5327,1.5063
25-Aug-89,1.5638,1.5515,1.534,1.5077
29-Aug-89,1.5749,1.5626,1.5455,1.5186
30-Aug-89,1.5831,1.5709,1.5539,1.5265
31-Aug-89,1.5671,1.5545,1.5374,1.51
1-Sep-89,1.5562,1.544,1.5268,1.4985
4-Sep-89,1.5498,1.5374,1.5201,1.4915
5-Sep-89,1.5316,1.5198,1.5024,1.474
6-Sep-89,1.5435,1.5315,1.5142,1.4853
7-Sep-89,1.5384,1.5262,1.5085,1.4798
8-Sep-89,1.5445,1.5323,1.5148,1.4859
11-Sep-89,1.5373,1.525,1.5075,1.4785
12-Sep-89,1.5411,1.5292,1.5116,1.4825
13-Sep-89,1.5457,1.5336,1.516,1.4867
14-Sep-89,1.5562,1.5438,1.5254,1.4955
15-Sep-89,1.5329,1.5206,1.5024,1.4724
18-Sep-89,1.562,1.5497,1.5319,1.5021
19-Sep-89,1.5625,1.5506,1.5326,1.5026
20-Sep-89,1.578,1.5659,1.5481,1.518
21-Sep-89,1.5744,1.5619,1.5446,1.5154
22-Sep-89,1.5722,1.56,1.5429,1.5136
25-Sep-89,1.6031,1.5908,1.5729,1.5434
26-Sep-89,1.6131,1.6008,1.5815,1.5504
27-Sep-89,1.6085,1.5955,1.5752,1.542
28-Sep-89,1.6022,1.5888,1.5686,1.5355
29-Sep-89,1.6118,1.5981,1.5784,1.5443
2-Oct-89,1.6107,1.5972,1.5773,1.5438
3-Oct-89,1.6012,1.5875,1.5673,1.5338
4-Oct-89,1.5954,1.5808,1.5608,1.5259
5-Oct-89,1.6116,1.5972,1.5769,1.5425
6-Oct-89,1.5963,1.5812,1.5596,1.5237
9-Oct-89,1.5695,1.5544,1.5316,1.4943
10-Oct-89,1.556,1.5407,1.5179,1.4803
11-Oct-89,1.5361,1.5202,1.498,1.4615
12-Oct-89,1.5448,1.5293,1.5065,1.4694
13-Oct-89,1.554,1.5381,1.5157,1.4771
16-Oct-89,1.5706,1.5551,1.5333,1.4958
17-Oct-89,1.5716,1.5559,1.5336,1.4958
18-Oct-89,1.5795,1.5632,1.5416,1.5042
19-Oct-89,1.5872,1.5716,1.5496,1.5123
20-Oct-89,1.5798,1.5636,1.5413,1.5027
23-Oct-89,1.5852,1.5697,1.5475,1.5094
24-Oct-89,1.5947,1.5788,1.5561,1.5176
25-Oct-89,1.6027,1.5857,1.5635,1.5257
26-Oct-89,1.5988,1.5823,1.5597,1.5212
27-Oct-89,1.5687,1.5511,1.528,1.4893
30-Oct-89,1.5711,1.5546,1.532,1.4955
31-Oct-89,1.5709,1.5545,1.5319,1.4947
1-Nov-89,1.5724,1.5554,1.5332,1.4956
2-Nov-89,1.5594,1.5422,1.5185,1.4805
3-Nov-89,1.5643,1.5475,1.5245,1.4866
6-Nov-89,1.5682,1.5522,1.5303,1.4935
7-Nov-89,1.5732,1.5577,1.5357,1.4994
8-Nov-89,1.577,1.5601,1.5383,1.5011
9-Nov-89,1.5789,1.5626,1.5404,1.5046
10-Nov-89,1.5707,1.5544,1.5329,1.4969
13-Nov-89,1.5719,1.5558,1.5346,1.4988
14-Nov-89,1.5727,1.5569,1.5349,1.4987
15-Nov-89,1.574,1.557,1.5356,1.499
16-Nov-89,1.5739,1.5574,1.5345,1.4974
17-Nov-89,1.5596,1.543,1.5199,1.4823
20-Nov-89,1.5511,1.5344,1.5114,1.4724
21-Nov-89,1.5549,1.5385,1.5162,1.477
22-Nov-89,1.5534,1.537,1.5149,1.4764
23-Nov-89,1.5536,1.5369,1.5139,1.4759
24-Nov-89,1.5537,1.537,1.5136,1.4753
